unixTime	strTime	tweetID	tweetText	lang	sentiment	isRT	sourceRT
1431150623.541344	Sat May  9 08:50:23 2015	596915101048950784	"RT @UNICEF: Women across SL mobilize to drive the final push to zero #Ebola cases. http:\/\/t.co\/hPpzoKTda2   via @UNICEFSL http:\/\/t.co\/dttmk\u2026"	en	0.0	True	@UNICEF
1431150623.697342	Sat May  9 08:50:23 2015	596915101850071042	"RT @JornalOGlobo: V\u00edrus do ebola reaparece no olho e muda a cor da \u00edris de m\u00e9dico americano curado. http:\/\/t.co\/VZBVEsRyBL http:\/\/t.co\/vX4S\u2026"	en	0.0	True	@JornalOGlobo
1431150624.097368	Sat May  9 08:50:24 2015	596915103884152832	"https:\/\/t.co\/kaIGGhoE6A Ebola Bowl"	en	0.0	False	 
1431150627.797666	Sat May  9 08:50:27 2015	596915116651712512	"RT @_NatureScience: Liberia, Ravaged by Ebola, Faces a Future Without It #HygieneandCleanliness http:\/\/t.co\/OIttOdSCJH http:\/\/t.co\/h6gGGoaJ\u2026"	en	0.0	True	@_NatureScience
1431150640.058474	Sat May  9 08:50:40 2015	596915171454492672	"Human-human transmission and the role of super spreaders need to be considered in Lassa fever, Ebola http:\/\/t.co\/6QBEgUa5ap"	en	0.3333333333333333	False	 
1431150643.574667	Sat May  9 08:50:43 2015	596915186256207872	"Wow. Survivors' \u201cpost-Ebola syndrome.\u201d #immuneprivilege #sequelae https:\/\/t.co\/SYU8gmaxKk"	en	0.1	False	 
1431150664.384076	Sat May  9 08:51:04 2015	596915273766154241	"In a far off galaxy... Ebola wed nazi\u2019s orange squid milk\n #feminist"	en	0.1	False	 
1431150667.112256	Sat May  9 08:51:07 2015	596915283823955969	"RT @UNICEF: Women across SL mobilize to drive the final push to zero #Ebola cases. http:\/\/t.co\/hPpzoKTda2   via @UNICEFSL http:\/\/t.co\/dttmk\u2026"	en	0.0	True	@UNICEF
1431150676.861907	Sat May  9 08:51:16 2015	596915325066674176	"#LIBERIA: \nDeclared Free Of Deadly Ebola Virus \n\n#Ebola\nhttp:\/\/t.co\/LpnagAALq5 #HEALTH"	en	0.1	False	 
1431150690.21877	Sat May  9 08:51:30 2015	596915360445632513	"Ebola Nedir?, Ebola Vir\u00fcs\u00fc Nas\u0131l Bula\u015f\u0131r?, Ebola Hastal\u0131\u011f\u0131n\u0131n Belirtileri Nelerdir?, Ebola Nas\u0131l Te\u015fhis Edilir?, Ebola Hastal\u0131\u011f\u0131 Nas\u0131l Teda\u2026"	en-gb	0.0	False	 
1431150692.670949	Sat May  9 08:51:32 2015	596915385011609601	"#Health: Liberia declared Ebola-free, but outbreak continues over border - Reuters http:\/\/t.co\/qHrjlqCkks"	en	0.0	False	 
1431150692.714952	Sat May  9 08:51:32 2015	596915387318476801	"#Health: Liberia beats Ebola and learns from the crisis - Minneapolis Star Tribune http:\/\/t.co\/30gB1G68jr"	en	0.0	False	 
1431150693.859029	Sat May  9 08:51:33 2015	596915397145796608	"After Ebola: New Questions Raised About Burial Rites in Outbreak Nations  http:\/\/t.co\/JC7oFKnT5y"	en	0.13636363636363635	False	 
1431150694.639081	Sat May  9 08:51:34 2015	596915399482077185	"Ebola vaccine to cost $100 per dose - http:\/\/t.co\/tDvPgkPPAO #Street77News http:\/\/t.co\/JUvWNpVy1d"	en	0.0	False	 
1431150709.468061	Sat May  9 08:51:49 2015	596915460450426880	"RT @nytimes: A doctor was told he had been cured of Ebola. But the virus was lurking in his eye http:\/\/t.co\/gjRQV9oaid http:\/\/t.co\/QycvZ3ym\u2026"	en	0.0	True	@nytimes
1431150709.480032	Sat May  9 08:51:49 2015	596915461712818176	"Liberia declared Ebola-free, but outbreak continues over border http:\/\/t.co\/C27FNfMpFa"	en	0.0	False	 
1431150713.632287	Sat May  9 08:51:53 2015	596915479324659712	"RT @LIVENewsDesk: Liberia's been declared #Ebola free, after 42 days without a new case. More than 11,000 have died and 26,000 infected in \u2026"	en	0.34545454545454546	True	@LIVENewsDesk
1431150726.177162	Sat May  9 08:52:06 2015	596915532256927744	"After 42 days with no recorded cases of #Ebola, Liberia been declared Ebola-free by the #WHO"	en	0.0	False	 
1431150730.037417	Sat May  9 08:52:10 2015	596915548031557632	"RT @cnni: An American doctor declared free of #Ebola makes an alarming discovery: http:\/\/t.co\/Wn6zK70cow http:\/\/t.co\/GzF6wBlZD1"	en	0.10000000000000002	True	@cnni
1431150730.885425	Sat May  9 08:52:10 2015	596915552356081664	"Ebola survivor's eye color changes after virus remained inside eye - http:\/\/t.co\/SxgfIvuj2r #ebola"	en	0.0	False	 
1431150731.149435	Sat May  9 08:52:11 2015	596915553614323712	"Ebola turns mans eye from blue to green - http:\/\/t.co\/qWG6083GIE #ebola"	en	-0.1	False	 
1431150731.373475	Sat May  9 08:52:11 2015	596915554457395200	"Doctor finds Ebola virus in his eye - https:\/\/t.co\/t0pwKP7BtX #ebola"	en	0.0	False	 
1431150743.374266	Sat May  9 08:52:23 2015	596915604746948608	"RT @SkyNews: Liberia Declared Free Of Deadly Ebola Virus http:\/\/t.co\/mc9v6SKcJb"	en	0.1	True	@SkyNews
1431150745.134411	Sat May  9 08:52:25 2015	596915612280070144	"Ebola Nedir?, Ebola Vir\u00fcs\u00fc Nas\u0131l Bula\u015f\u0131r?, Ebola Hastal\u0131\u011f\u0131n\u0131n Belirtileri Nelerdir?, Ebola Nas\u0131l Te\u015fhis Edilir?, Ebola Hastal\u0131\u011f\u0131 Nas\u0131l Teda\u2026"	en-gb	0.0	False	 
1431150756.479129	Sat May  9 08:52:36 2015	596915658404802560	"RT @nytimes: A doctor was told he had been cured of Ebola. But the virus was lurking in his eye http:\/\/t.co\/gjRQV9oaid http:\/\/t.co\/QycvZ3ym\u2026"	en	0.0	True	@nytimes
1431150761.411433	Sat May  9 08:52:41 2015	596915680634601472	"Liberia Declared Free Of Deadly Ebola Virus: Liberia has been declared free from Ebola after 42\u2026 http:\/\/t.co\/liwPjNYmWM"	en	0.20000000000000004	False	 
1431150781.641663	Sat May  9 08:53:01 2015	596915741229711360	"@3ilidh sick as in \"oh man they rocked my socks!\" or sick as in \"they gave me ebola\"? \ud83d\ude28\ud83d\ude28\ud83d\ude28"	en	-0.7142857142857143	False	 
1431150784.153855	Sat May  9 08:53:04 2015	596915770271113216	"Liberia Declared Free Of Deadly Ebola Virus http:\/\/t.co\/EGhhiQJ2H6"	en	0.1	False	 
1431150786.293944	Sat May  9 08:53:06 2015	596915784657440768	"News:  Liberia declared Ebola-free after 42 days without new case http:\/\/t.co\/PE71xlIxyi"	en	0.13636363636363635	False	 
1431150787.406041	Sat May  9 08:53:07 2015	596915789669752833	"RT @Corriereit: I virus di Ebola  \u00abnascosto\u00bb  nell\u2019occhio di un medico (guarito)  http:\/\/t.co\/BoEq5bpabs http:\/\/t.co\/YOgNbmBAyW"	en	0.0	True	@Corriereit
1431150798.698785	Sat May  9 08:53:18 2015	596915836729819136	"#Ebola hides for months after survival in semen, breast milk &amp; now tears? Get ready for the transmission long haul http:\/\/t.co\/DghchwvzLI"	en	0.07500000000000001	False	 
1431150812.031693	Sat May  9 08:53:32 2015	596915891666845696	"RT @UNICEF: Women across SL mobilize to drive the final push to zero #Ebola cases. http:\/\/t.co\/hPpzoKTda2   via @UNICEFSL http:\/\/t.co\/dttmk\u2026"	en	0.0	True	@UNICEF
1431150821.916317	Sat May  9 08:53:41 2015	596915933232304128	"RT @nytimes: A doctor was told he had been cured of Ebola. But the virus was lurking in his eye http:\/\/t.co\/gjRQV9oaid http:\/\/t.co\/QycvZ3ym\u2026"	en	0.0	True	@nytimes
1431150824.700526	Sat May  9 08:53:44 2015	596915945907429376	"@iroonmac ay as in? Ano gawin mo doon? Magpahawa sa may mga ebola? \ud83d\ude4a"	en	0.0	False	 
1431150826.172571	Sat May  9 08:53:46 2015	596915951351648257	"RT @WoWFunniest: *Ebola joke*\neveryone laughs \n\n*AIDS joke*\neveryone laughs\n\n*Cancer joke*\nwtf is wrong with you? people die of Cancer!\n\n-o\u2026"	en	-0.5	True	@WoWFunniest
1431150846.825959	Sat May  9 08:54:06 2015	596916034151415808	"RT @RealAlexJones: New Ebola patient, Amber Vinson, says CDC told her it was ok to go on flight, even though she had low grade fever and wa\u2026"	en	0.21212121212121213	True	@RealAlexJones
1431150854.59844	Sat May  9 08:54:14 2015	596916070780411905	"RT @WoWFunniest: *Ebola joke*\neveryone laughs \n\n*AIDS joke*\neveryone laughs\n\n*Cancer joke*\nwtf is wrong with you? people die of Cancer!\n\n-o\u2026"	en	-0.5	True	@WoWFunniest
1431150862.227	Sat May  9 08:54:22 2015	596916101893632001	"RT @RapplerID: Ebola found in US man's eye \u2013 report http:\/\/t.co\/dUcqPuuGeA http:\/\/t.co\/Wq8huhBqO4"	en	0.0	True	@RapplerID
1431150872.06762	Sat May  9 08:54:32 2015	596916144344150016	"RT @WoWFunniest: *Ebola joke*\neveryone laughs \n\n*AIDS joke*\neveryone laughs\n\n*Cancer joke*\nwtf is wrong with you? people die of Cancer!\n\n-o\u2026"	en	-0.5	True	@WoWFunniest
1431150879.316068	Sat May  9 08:54:39 2015	596916174610309120	"RT @nytimes: A doctor was told he had been cured of Ebola. But the virus was lurking in his eye http:\/\/t.co\/gjRQV9oaid http:\/\/t.co\/QycvZ3ym\u2026"	en	0.0	True	@nytimes
1431150886.442221	Sat May  9 08:54:46 2015	596916204888989696	"RT @WoWFunniest: *Ebola joke*\neveryone laughs \n\n*AIDS joke*\neveryone laughs\n\n*Cancer joke*\nwtf is wrong with you? people die of Cancer!\n\n-o\u2026"	en	-0.5	True	@WoWFunniest
1431150890.67853	Sat May  9 08:54:50 2015	596916222698070016	"RT @SkyNews: US doctor declared free of Ebola last year after treatment found to have disease in eyeball http:\/\/t.co\/93gD7rJnwV http:\/\/t.co\u2026"	en-gb	0.2	True	@SkyNews
1431150901.335174	Sat May  9 08:55:01 2015	596916266838941696	"RT @SkyNews: Liberia Declared Free Of Deadly Ebola Virus http:\/\/t.co\/mc9v6SKcJb"	en	0.1	True	@SkyNews
1431150908.643661	Sat May  9 08:55:08 2015	596916297348222976	"After Nearly Claiming His Life, Ebola Lurked in a Doctor\u2019s Eye http:\/\/t.co\/6Kw27BqFdo"	en	0.1	False	 
1431150912.067909	Sat May  9 08:55:12 2015	596916308253376512	"Liberia Ebola outbreak declared over after 42 days without new case \u2013\u00a0CBC.ca http:\/\/t.co\/5bH2GBBZ3K"	en	0.13636363636363635	False	 
1431150915.904193	Sat May  9 08:55:15 2015	596916327375220736	"RT @SkyNews: Liberia Declared Free Of Deadly Ebola Virus http:\/\/t.co\/mc9v6SKcJb"	en-gb	0.1	True	@SkyNews
1431150916.956231	Sat May  9 08:55:16 2015	596916332265746432	"Ebola virus found lurking in doctor\u2019s\u00a0eye http:\/\/t.co\/nzzSuc5Fgt"	en	0.0	False	 
1431150918.032302	Sat May  9 08:55:18 2015	596916335675715584	"RT @WoWFunniest: *Ebola joke*\neveryone laughs \n\n*AIDS joke*\neveryone laughs\n\n*Cancer joke*\nwtf is wrong with you? people die of Cancer!\n\n-o\u2026"	en	-0.5	True	@WoWFunniest
1431150919.620407	Sat May  9 08:55:19 2015	596916343225470976	"Liberia beats Ebola and learns from the crisis \u2013 Minneapolis Star\u00a0Tribune http:\/\/t.co\/7YfTQAb5qN"	en	0.0	False	 
1431150924.504728	Sat May  9 08:55:24 2015	596916364444499968	"Marion County emergency responders experience Ebola terrorism training \u2013 http:\/\/t.co\/8Q5cRUrl14 http:\/\/t.co\/y2MvmFtat4"	en	0.0	False	 
1431150927.2089	Sat May  9 08:55:27 2015	596916375567867904	"RT @SkyNews: Liberia Declared Free Of Deadly Ebola Virus http:\/\/t.co\/mc9v6SKcJb"	en	0.1	True	@SkyNews
1431150928.292951	Sat May  9 08:55:28 2015	596916380294778880	"Ebola patient\u2019s strange symptom: His eye color changes \u2013\u00a0CNET http:\/\/t.co\/fLn9kUw5UJ"	en	-0.05	False	 
1431150928.660977	Sat May  9 08:55:28 2015	596916381041315840	"RT @WoWFunniest: *Ebola joke*\neveryone laughs \n\n*AIDS joke*\neveryone laughs\n\n*Cancer joke*\nwtf is wrong with you? people die of Cancer!\n\n-o\u2026"	en	-0.5	True	@WoWFunniest
1431150941.341321	Sat May  9 08:55:41 2015	596916434199973889	"An American woman\u2019s fight to stop Ebola with\u00a0technology http:\/\/t.co\/Qw7D2mbFgv"	en	0.0	False	 
1431150946.54572	Sat May  9 08:55:46 2015	596916456559923200	"RT @nytimes: A doctor was told he had been cured of Ebola. But the virus was lurking in his eye http:\/\/t.co\/gjRQV9oaid http:\/\/t.co\/QycvZ3ym\u2026"	en	0.0	True	@nytimes
1431150948.837842	Sat May  9 08:55:48 2015	596916466055675904	"The Hot Zone: Ending Ebola (For Now)? \u2013 Popular\u00a0Science http:\/\/t.co\/sXGYTsHMu0"	en	0.25	False	 
1431150954.290176	Sat May  9 08:55:54 2015	596916488948228096	"Liberia Nearly Ebola-Free, But Could the Virus Come Back? \u2013 Live\u00a0Science http:\/\/t.co\/E9yvChU9C8"	en	0.05	False	 
1431150959.462542	Sat May  9 08:55:59 2015	596916507101122561	"As Ebola Leaves Liberia, Measles Make A Forceful Comeback \u2013 NPR\u00a0(blog) http:\/\/t.co\/X9bA29NXHT"	en	0.0	False	 
1431150962.75074	Sat May  9 08:56:02 2015	596916523635056640	"RT @UNICEF: Women across SL mobilize to drive the final push to zero #Ebola cases. http:\/\/t.co\/hPpzoKTda2   via @UNICEFSL http:\/\/t.co\/dttmk\u2026"	en	0.0	True	@UNICEF
1431150963.050753	Sat May  9 08:56:03 2015	596916525061115904	"Can the Ebola Outbreak Strengthen Global Health Security? \u2013\u00a0Medscape http:\/\/t.co\/NzP04u6Xvx"	en	0.0	False	 
1431150965.590924	Sat May  9 08:56:05 2015	596916536285233152	"RT @SkyNews: Liberia Declared Free Of Deadly Ebola Virus http:\/\/t.co\/mc9v6SKcJb"	en	0.1	True	@SkyNews
1431150971.71538	Sat May  9 08:56:11 2015	596916562495287296	"Ebola found in American doctor\u2019s eye \u2013\u00a0http:\/\/t.co\/Jotqg2iBLu http:\/\/t.co\/N4GG3jQ1U6"	en	0.0	False	 
1431150972.063373	Sat May  9 08:56:12 2015	596916563933954048	"RT @WoWFunniest: *Ebola joke*\neveryone laughs \n\n*AIDS joke*\neveryone laughs\n\n*Cancer joke*\nwtf is wrong with you? people die of Cancer!\n\n-o\u2026"	en	-0.5	True	@WoWFunniest
1431150975.36359	Sat May  9 08:56:15 2015	596916577796169728	"As Ebola Leaves Liberia, Measles Make A Forceful\u00a0Comeback http:\/\/t.co\/9t8QgU059c"	en	0.0	False	 
1431150976.159645	Sat May  9 08:56:16 2015	596916580845420544	"RT @WoWFunniest: *Ebola joke*\neveryone laughs \n\n*AIDS joke*\neveryone laughs\n\n*Cancer joke*\nwtf is wrong with you? people die of Cancer!\n\n-o\u2026"	en	-0.5	True	@WoWFunniest
1431150981.703082	Sat May  9 08:56:21 2015	596916601703632896	"Why this Seattle cancer biotech is pouring resources \u2013 and $3M \u2013 into Ebola \u2026 \u2013 Puget Sound Business Journal\u2026 http:\/\/t.co\/sGkEsp12w1"	en	0.4	False	 
1431150982.395072	Sat May  9 08:56:22 2015	596916606850183168	"RT @nytimes: A doctor was told he had been cured of Ebola. But the virus was lurking in his eye http:\/\/t.co\/gjRQV9oaid http:\/\/t.co\/QycvZ3ym\u2026"	en	0.0	True	@nytimes
1431151006.165869	Sat May  9 08:56:46 2015	596916707211489280	"Essa not\u00edcia do cara com v\u00edrus do ebola no olho j\u00e1 apareceu umas 20 vezes hoje na TL, pqp"	en	0.0	False	 
1431151010.998823	Sat May  9 08:56:50 2015	596916726140276736	"RT @cnni: An American doctor declared free of #Ebola makes an alarming discovery: http:\/\/t.co\/Wn6zK70cow http:\/\/t.co\/GzF6wBlZD1"	en	0.10000000000000002	True	@cnni
1431151022.837227	Sat May  9 08:57:02 2015	596916776358715392	"RT @MeReIatable: *Ebola joke*\neveryone laughs \n\n*AIDS joke*\neveryone laughs\n\n*Cancer joke*\nwtf is wrong with you? people die of Cancer!\n\n-o\u2026"	en	-0.5	True	@MeReIatable
1431151026.985911	Sat May  9 08:57:06 2015	596916794247483392	"RT @DoctorYasmin: It's official. Liberia declared free of Ebola."	en	0.4	True	@DoctorYasmin
1431151029.664063	Sat May  9 08:57:09 2015	596916805609754624	"WHO: Interim advice on sexual transmission of Ebola virus disease http:\/\/t.co\/elIoSovnyg"	en	0.5	False	 
1431151032.303763	Sat May  9 08:57:12 2015	596916816842235904	"RT @newvisionwire: Ebola virus found in man's eye http:\/\/t.co\/11N7Z4Fxm5"	en	0.0	True	@newvisionwire
1431151042.945442	Sat May  9 08:57:22 2015	596916861045899264	"Ebola detected in eye of US physician months after recovery . Need further evidence and large scale studies. http:\/\/t.co\/tHlKy44hsl"	en	0.10714285714285714	False	 
1431151046.400561	Sat May  9 08:57:26 2015	596916875591688192	"Ebola joke*\neveryone laughs \n\n*AIDS joke*\neveryone laughs\n\n*Cancer joke*\nwtf is wrong with you? people die of Cancer!\n\n-our stupid society"	en	-0.6499999999999999	False	 
1431151052.670316	Sat May  9 08:57:32 2015	596916902204674048	"Ebola patents strange symptom: His eye colour changes  http:\/\/t.co\/h7bsklNlld"	en	-0.05	False	 
1431151054.416499	Sat May  9 08:57:34 2015	596916908433117184	"RT @AC360: An American doctor cured of #Ebola finds the virus lurking in his eye. He sits down w\/ @andersoncooper 8pE. @CNN http:\/\/t.co\/iy8\u2026"	en	-0.07777777777777779	True	@AC360
1431151074.074596	Sat May  9 08:57:54 2015	596916989995687936	"RT @cnnbrk: Doctors stunned after Ebola found in eye of U.S. physician who had been declared free of the virus. http:\/\/t.co\/wZnZDo2ThN"	en	0.4	True	@cnnbrk
1431151074.731602	Sat May  9 08:57:54 2015	596916992944283648	"RT @BBCAfrica: Now that #Ebola scare has died down, Bushmeat sales are returning to #Nigeria's roads http:\/\/t.co\/OzetwAESYe http:\/\/t.co\/FT1\u2026"	en	-0.15555555555555559	True	@BBCAfrica
1431151076.847742	Sat May  9 08:57:56 2015	596917002687610880	"RT @SkyNews: Liberia Declared Free Of Deadly Ebola Virus http:\/\/t.co\/mc9v6SKcJb"	en	0.1	True	@SkyNews
1431151090.887834	Sat May  9 08:58:10 2015	596917061877567488	"Ebola found in the eye of a physician thought to have been cured of the disease. More on @cnnbrk @CNN ... #socrazy"	en	0.5	False	 
1431151092.927987	Sat May  9 08:58:12 2015	596917067212845056	"Doctor 'cured' of Ebola months ago found the virus lurking in his eye, which turned from blue to g..: http:\/\/t.co\/dlJhwxtDUv"	en	0.0	False	 
1431151123.661247	Sat May  9 08:58:43 2015	596917199668838400	"Ebola Virus Lingers in Patient's Eyeball Even After Recovery, Study Says - ABC News http:\/\/t.co\/Amx5IGVP24 via @ABC"	en	0.0	False	 
1431151134.161286	Sat May  9 08:58:54 2015	596917242689884160	"Zimbabwean prostitutes charge \u2018Ebola risk fee\u2019 to foreign s\u00e9x buyers...PHOTOS.... &gt;&gt;&gt; http:\/\/t.co\/MQwdRBorEk"	en	-0.125	False	 
1431151143.095052	Sat May  9 08:59:03 2015	596917280144953344	"RT @DNews: Ebola in Man's Eye Turns It From Blue to Green http:\/\/t.co\/3QCteTqbe5 http:\/\/t.co\/LayZBdvg7j"	en	-0.1	True	@DNews
1431151147.177921	Sat May  9 08:59:07 2015	596917293751361536	"STORY HIGHLIGHTS\n\n1. Education in Sierra Leone, Liberia, and Guinea was hit hard by the Ebola outbreak; at the... http:\/\/t.co\/m5Io0mWJcf"	en	-0.2916666666666667	False	 
1431151148.906706	Sat May  9 08:59:08 2015	596917305197592576	"RT @chidinmajenny1: A Man spreads Ebola via sex 5 months after cured: Health officials now think Ebola survivors can spread the di... http:\u2026"	en	0.0	True	@chidinmajenny1
1431151151.345246	Sat May  9 08:59:11 2015	596917314370437120	"RT @Telegraph: Ebola lives on in survivor's eye http:\/\/t.co\/DgkCsOP2Lu"	en	0.0	True	@Telegraph
1431151152.799877	Sat May  9 08:59:12 2015	596917318476763136	"Zimbabwean prostitutes charge \u2018Ebola risk fee\u2019 to foreign s\u00e9x buyers...PHOTOS.... &gt;&gt;&gt; http:\/\/t.co\/T9GVbbQ2SU"	en	-0.125	False	 
1431151153.409271	Sat May  9 08:59:13 2015	596917322595467264	"RT @cnni: An American doctor declared free of #Ebola makes an alarming discovery: http:\/\/t.co\/Wn6zK70cow http:\/\/t.co\/GzF6wBlZD1"	en-gb	0.10000000000000002	True	@cnni
1431151154.722334	Sat May  9 08:59:14 2015	596917330271154176	"Zimbabwean prostitutes charge \u2018Ebola risk fee\u2019 to foreign s\u00e9x buyers...PHOTOS.... &gt;&gt;&gt; http:\/\/t.co\/enGd5CD4vl"	en	-0.125	False	 
1431151165.718819	Sat May  9 08:59:25 2015	596917374231531521	"RT @nytimes: Liberia was ravaged by Ebola. On Saturday, it is expected to be declared free of the disease http:\/\/t.co\/XnTcucqJW7 http:\/\/t.c\u2026"	en	0.15000000000000002	True	@nytimes
1431151165.896356	Sat May  9 08:59:25 2015	596917373883392000	"RT @cnni: An American doctor declared free of #Ebola makes an alarming discovery: http:\/\/t.co\/Wn6zK70cow http:\/\/t.co\/GzF6wBlZD1"	en	0.10000000000000002	True	@cnni
1431151171.809777	Sat May  9 08:59:31 2015	596917401146372096	"Liberia na ruim een jaar ebolavrij: Er heerst geen ebola meer in Liberia. Meer dan een jaar lang hield de ziek... http:\/\/t.co\/JfJx96iDId"	en	0.0	False	 
1431151174.525735	Sat May  9 08:59:34 2015	596917413007872000	"Liberia na ruim een jaar ebolavrij: Er heerst geen ebola meer in Liberia. Meer dan een jaar lang hield de ziek... http:\/\/t.co\/vJWMTPd3Ye"	en	0.0	False	 
1431151174.971844	Sat May  9 08:59:34 2015	596917415012802560	"#health American doctor declared free of Ebola finds the virus in his eye months later \u2013 CNN http:\/\/t.co\/QT7Z0KQl2F #care #virusnext"	en	0.13333333333333333	False	 
1431151177.269327	Sat May  9 08:59:37 2015	596917423325913090	"#health American doctor declared free of Ebola finds the virus in his eye months later \u2013 CNN http:\/\/t.co\/EUADbeFuCW #care #virusnext"	en	0.13333333333333333	False	 
1431151177.730317	Sat May  9 08:59:37 2015	596917426412920832	"#health American doctor declared free of Ebola finds the virus in his eye months later \u2013 CNN http:\/\/t.co\/u3TmP11yDD #care #virusnext"	en	0.13333333333333333	False	 
1431151179.181794	Sat May  9 08:59:39 2015	596917430066216960	"RT @JornalOGlobo: V\u00edrus do ebola reaparece no olho e muda a cor da \u00edris de m\u00e9dico americano curado. http:\/\/t.co\/VZBVEsRyBL http:\/\/t.co\/vX4S\u2026"	en	0.0	True	@JornalOGlobo
1431151184.471359	Sat May  9 08:59:44 2015	596917454506467328	"RT @JWINNOVATION: Ebola patents strange symptom: His eye colour changes  http:\/\/t.co\/h7bsklNlld"	en	-0.05	True	@JWINNOVATION
1431151185.730766	Sat May  9 08:59:45 2015	596917459468161024	"RT @WoWFunniest: *Ebola joke*\neveryone laughs \n\n*AIDS joke*\neveryone laughs\n\n*Cancer joke*\nwtf is wrong with you? people die of Cancer!\n\n-o\u2026"	en	-0.5	True	@WoWFunniest
1431151199.113275	Sat May  9 08:59:59 2015	596917515432824833	"Remember when the world was freaking out about ebola"	en	0.0	False	 
1431151208.288397	Sat May  9 09:00:08 2015	596917554079203328	"Ebola patient's strange symptom: His eye color changes http:\/\/t.co\/SPNhpP6fgP #Tech (via @TechQ_tl)"	en	-0.05	False	 
1431151210.157147	Sat May  9 09:00:10 2015	596917559607177217	"#TopStories #virus Ebola in Man's Eye Turns It From Blue to Green http:\/\/t.co\/urQuHxRRKx #Share #MikeWorld"	en	-0.1	False	 
1431151214.632012	Sat May  9 09:00:14 2015	596917580855693312	"RT @cnni: An American doctor declared free of #Ebola makes an alarming discovery: http:\/\/t.co\/Wn6zK70cow http:\/\/t.co\/GzF6wBlZD1"	en	0.10000000000000002	True	@cnni
1431151217.656586	Sat May  9 09:00:17 2015	596917593857855488	"RT @WoWFunniest: *Ebola joke*\neveryone laughs \n\n*AIDS joke*\neveryone laughs\n\n*Cancer joke*\nwtf is wrong with you? people die of Cancer!\n\n-o\u2026"	en	-0.5	True	@WoWFunniest
1431151226.069258	Sat May  9 09:00:26 2015	596917628893011968	"RT @nytimesworld: The @WHO could declare Liberia free of Ebola tomorrow http:\/\/t.co\/mYTMkRPbFe http:\/\/t.co\/Yj5Df9gtWo"	en	0.4	True	@nytimesworld
1431151233.205162	Sat May  9 09:00:33 2015	596917658794131456	"*Ebola joke*\neveryone laughs \n\n*AIDS joke*\neveryone laughs\n\n*Cancer joke*\nwtf is wrong with you? people die of Cancer!\n\n-our stupid society"	en-gb	-0.6499999999999999	False	 
1431151237.598732	Sat May  9 09:00:37 2015	596917677555331072	"http:\/\/t.co\/i9LrEu35Dg learn latest about Ebola, as of May 08, 2015 at 11:00PM. Stay healthy. #Ebola"	en	0.5	False	 
1431151250.947208	Sat May  9 09:00:50 2015	596917733771587584	"RT @EbolaRR: WHO: Interim advice on sexual transmission of Ebola virus disease http:\/\/t.co\/elIoSovnyg"	en	0.5	True	@EbolaRR
1431151258.142372	Sat May  9 09:00:58 2015	596917761139462144	"@hernameisali when I was in high school (80's) \"trendy\" was equal to catching Ebola."	en	0.25333333333333335	False	 
1431151282.949546	Sat May  9 09:01:22 2015	596917867498569729	"RT @SourceDeSavoir: Ebola peut \u00eatre trait\u00e9 par l'injection du sang d'une personne qui a surv\u00e9cu \u00e0 la maladie."	en	0.0	True	@SourceDeSavoir
1431151283.609317	Sat May  9 09:01:23 2015	596917869230718976	"Ebola Lurked in Patient's Eye, Turning It From Blue to Green #nature_science http:\/\/t.co\/2qC3DRYf6H http:\/\/t.co\/lEdwSDH1xx"	en	-0.1	False	 
1431151288.683542	Sat May  9 09:01:28 2015	596917891846516736	"RT @EbolaAlert: Liberia completes phase two of ebola virus trial vaccines - Front Page Africa http:\/\/t.co\/v4mU3avPdY"	en	0.0	True	@EbolaAlert
1431151290.927877	Sat May  9 09:01:30 2015	596917900608405504	"Ebola-free"	en	0.0	False	 
1431151291.329638	Sat May  9 09:01:31 2015	596917902013378561	"#Ebola virus lives on in the eye  http:\/\/t.co\/kgHXncS9s1"	en	0.0	False	 
1431151301.304828	Sat May  9 09:01:41 2015	596917943637712896	"Liberia Declared Ebola Free http:\/\/t.co\/DLmtiLWqJl"	en	0.4	False	 
1431151304.879905	Sat May  9 09:01:44 2015	596917959400005632	"RT @SourceDeSavoir: Ebola peut \u00eatre trait\u00e9 par l'injection du sang d'une personne qui a surv\u00e9cu \u00e0 la maladie."	en	0.0	True	@SourceDeSavoir
1431151307.623774	Sat May  9 09:01:47 2015	596917970929995776	"RT @nytimes: A doctor was told he had been cured of Ebola. But the virus was lurking in his eye http:\/\/t.co\/gjRQV9oaid http:\/\/t.co\/QycvZ3ym\u2026"	en	0.0	True	@nytimes
1431151309.638178	Sat May  9 09:01:49 2015	596917977926094849	"RT @WoWFunniest: *Ebola joke*\neveryone laughs \n\n*AIDS joke*\neveryone laughs\n\n*Cancer joke*\nwtf is wrong with you? people die of Cancer!\n\n-o\u2026"	en	-0.5	True	@WoWFunniest
1431151317.631128	Sat May  9 09:01:57 2015	596918012948647937	"RT @DoctorYasmin: It's official. Liberia declared free of Ebola."	en	0.4	True	@DoctorYasmin
1431151322.128979	Sat May  9 09:02:02 2015	596918031508443136	"http:\/\/t.co\/VxxrAJYCrG Ebola-Komplikation: Das ging ins Auge - Samstag, 09 Mai http:\/\/t.co\/FHMl1Kk0nx"	en	0.0	False	 
